GEOID,Population,Black,Hispanic,Asian,Householdincome,Bachelor,Households_num,Ageunder5,Age5to9,Age10to14,Age15to24,Age25to44,Age45to64,Age65to74,Age75plus,Employment,No_vehicle,Vehicle_owned,Public_transportation,person_per_room1,person_per_room2
42051,129443,5408,1724,568,51321.0,11317,54097,6591,7297,6652,13812,30244,37454,16161,11232,54470,4211,49886,599,53423,674
42053,7121,1274,380,120,43958.0,523,1786,170,107,92,652,2201,2236,993,670,1572,85,1701,0,1763,23
42055,155592,5827,9760,1212,66329.0,15324,61854,9027,9739,9808,17982,36930,41988,16924,13194,74754,3081,58773,151,60890,964
42057,14529,198,191,62,58343.0,998,5990,720,843,831,1543,3205,4279,1777,1331,6741,332,5658,0,5922,68
42059,36248,1103,575,132,57497.0,3065,13957,1847,2008,1979,4559,8749,10165,4325,2616,14165,908,13049,9,13784,173
42061,44458,2320,919,181,57055.0,3769,15588,1967,2231,2352,5771,10668,12367,5276,3826,18195,945,14643,34,15373,215
42063,83620,1833,1177,825,52546.0,8000,32425,3860,3954,4533,16267,17238,21514,9562,6692,36495,2631,29794,185,32170,255
42065,44491,215,439,118,52815.0,3421,17745,2511,2603,2781,4910,9995,12395,5317,3979,19857,1345,16400,154,17402,343
42067,23607,273,951,119,56382.0,1638,8756,1358,1595,1312,2829,5284,6471,2721,2037,10887,663,8093,17,8440,316
42069,215529,5789,18441,6231,58366.0,27396,87217,11196,11670,13799,26672,51631,58016,24269,18276,101141,8257,78960,957,85926,1291
42071,550480,21883,60859,12998,73688.0,70451,207291,35231,35428,37429,70558,135827,137088,55381,43538,278774,19411,187880,2638,202829,4462
42073,86311,3145,1419,246,53106.0,9373,36111,4431,4447,5267,10147,18894,24265,10711,8149,39498,2606,33505,299,35765,346
42075,142486,3075,20064,2135,66164.0,13708,54758,8297,8592,10114,17794,33314,36977,15528,11870,68289,3531,51227,512,53505,1253
42077,372492,27019,98142,12372,69440.0,49049,141775,22130,22199,25759,48772,95876,96089,35827,25840,181326,11358,130417,2878,138775,3000
42079,324825,17111,45399,3752,56534.0,34355,131556,17060,17673,18702,39706,79081,88939,36395,27269,153555,13828,117728,1266,129922,1634
42081,114274,5564,2485,950,58177.0,13031,45504,6028,6505,7083,14183,27754,30616,12846,9259,52147,3940,41564,554,44931,573
42083,40652,960,935,156,52350.0,3627,15776,1948,2390,2292,5130,9368,11706,4522,3296,17488,1243,14533,127,15702,74
42085,111216,6678,1768,664,52810.0,12012,45798,5285,5930,5972,15038,23599,31278,13572,10542,47695,4682,41116,93,45305,493
42087,46156,306,784,178,54738.0,2867,18641,2947,2713,3038,5089,9962,12599,5414,4394,21435,1717,16924,41,18310,331
42089,168128,23871,28997,4289,72679.0,18610,59208,7699,8557,10011,24211,37371,50827,18598,10854,79589,2732,56476,2500,58181,1027
42091,850890,78376,47038,65785,99361.0,171657,327065,45839,51550,53783,100690,214624,234148,85675,64581,449598,17901,309164,17316,322337,4728
42093,18198,364,500,643,64858.0,2366,7476,1003,1013,921,2027,4471,4989,1985,1789,8711,857,6619,4,7320,156
42095,311359,18764,44530,9131,77103.0,44165,119208,14901,16014,19430,42343,74072,85576,33828,25195,154837,8025,111183,2138,117796,1412
42097,91853,2304,3680,330,51005.0,8385,37369,4658,5030,5221,9862,21722,25953,11078,8329,41521,3622,33747,96,36862,507
42099,45879,430,1039,167,72922.0,3929,17823,2572,2854,2732,4859,10750,13553,5409,3150,22526,926,16897,68,17452,371
42101,1596865,651978,245968,118297,52649.0,201321,646608,102394,94469,98353,206693,508552,367219,129858,89327,730730,184716,461892,152058,628431,18177
42103,58345,3693,6783,854,71360.0,7013,23351,2106,2645,3339,6597,11883,18817,7785,5173,25989,1196,22155,499,23138,213
42105,16478,72,246,72,50944.0,1294,6385,833,905,1030,1745,3282,4729,2304,1650,6717,478,5907,14,6262,123
42107,143308,4223,7759,636,57785.0,12720,56763,6872,7869,8559,15420,34455,41202,16817,12114,63941,4550,52213,310,56250,513
42109,39877,403,906,222,62951.0,3543,14373,2154,2110,2547,6441,8630,10484,4240,3271,19458,910,13463,64,14226,147
42111,74331,1792,1182,291,54332.0,6102,28857,3439,3667,3841,7770,17249,21873,9439,7053,32901,1948,26909,26,28558,299
42113,5935,205,123,8,54074.0,593,2398,195,126,175,547,1208,2029,961,694,2592,123,2275,2,2386,12
42115,38892,245,712,160,59391.0,3600,15430,1834,1933,2254,3992,7879,11877,5370,3753,16956,793,14637,40,15274,156
42117,41089,352,546,218,54671.0,3714,16340,2088,2331,2301,4935,8886,11500,5174,3874,18075,966,15374,89,16127,213
42119,43094,2959,2613,735,61807.0,3968,13880,1928,1910,2423,7460,10634,10917,4255,3567,16635,1187,12693,28,13693,187
42121,50810,583,563,218,55899.0,4860,21033,2440,2662,2835,5271,10747,15283,6873,4699,22061,1491,19542,56,20852,181
42123,38791,277,454,147,55796.0,3576,16070,2025,1901,2291,4016,8113,11525,5123,3797,17642,996,15074,113,15917,153
42125,209090,7140,3805,2126,68787.0,30666,86028,10452,12634,10850,24697,47781,59775,25289,17612,102371,6189,79839,1187,85256,772
42127,51244,1667,2482,349,56744.0,4596,19379,2075,2411,2414,5011,11549,15492,7490,4802,20947,1214,18165,103,19068,311
42129,355107,8233,4640,3590,64708.0,51807,152288,15699,17818,19651,38629,76987,105712,46656,33955,172416,10400,141888,1688,151408,880
42131,26389,256,546,102,62795.0,2599,10600,1223,1422,1486,3250,5766,7626,3416,2200,12125,499,10101,27,10517,83
42133,454605,26971,37411,6611,72543.0,52343,176428,25249,26947,30509,54752,111703,126047,47300,32098,229554,9940,166488,1598,173825,2603
44001,50672,589,1667,1220,95102.0,9045,19273,1976,2407,3181,7411,10831,14861,5595,4410,25713,1228,18045,461,19205,68
44003,169345,3378,9852,5154,79880.0,25703,71737,8147,9180,8672,17752,43547,50113,19001,12933,90361,4360,67377,971,70526,1211
44005,85525,3637,5127,1190,90435.0,18535,35329,3641,3464,4517,10528,19985,24153,11210,8027,42651,2588,32741,523,35099,230
44007,656672,60374,157516,27524,65797.0,83859,249592,36846,36469,38751,92694,182372,169396,57835,42309,327335,27518,222074,8197,242869,6723
44009,129735,1420,4511,2613,92001.0,23381,50838,4760,5813,6284,22841,25343,37428,16473,10793,66647,2146,48692,925,50476,362
45001,24374,6550,415,63,45710.0,2184,9423,1230,1282,1634,3104,5131,6697,3155,2141,10030,585,8838,19,9229,194
45003,168045,41722,10114,1737,57572.0,21694,66980,9530,9978,10611,19394,41161,44675,19947,12749,73293,3718,63262,102,65909,1071
45005,8304,6080,299,68,31800.0,339,3072,358,446,480,1139,1889,2329,1079,584,2563,488,2584,33,2991,81
45007,202223,31194,8183,2002,56796.0,21622,78836,11518,13314,13342,24762,48994,54189,21646,14458,91536,4943,73893,238,77022,1814
45009,13525,8144,307,34,44408.0,964,4562,664,771,820,2277,2754,3310,1699,1230,4940,687,3875,127,4511,51
45011,20801,9696,553,18,38237.0,1318,8253,1190,1423,1396,2868,4509,5584,2360,1471,8329,1124,7129,202,7900,353
45013,186007,31444,20841,2203,74199.0,33328,73337,9334,8318,10979,22195,38987,45317,30502,20375,77157,2687,70650,706,72231,1106
45015,224806,52867,15910,5241,70786.0,26894,84085,14197,16256,14410,29533,62800,56154,20290,11166,104717,3057,81028,494,82620,1465
45017,14198,5642,563,13,52491.0,1284,5789,692,762,808,1526,3205,3951,1979,1275,6492,264,5525,0,5678,111
45019,404946,102981,21493,6687,70807.0,84101,167853,23188,21728,22375,47488,121567,101673,42288,24639,207899,10106,157747,2231,165524,2329
45021,56204,11102,2664,132,41330.0,3161,21081,3265,3909,3600,7330,13830,14984,5788,3498,23714,1421,19660,3,20767,314
45023,32273,11939,722,160,46441.0,1969,12672,1795,2061,2068,3821,7487,9116,3615,2310,13375,946,11726,27,12384,288
45025,43655,13615,2023,219,45046.0,2449,17186,2417,2729,2840,5138,9993,12441,5055,3042,18252,1627,15559,43,16703,483
45027,31613,14657,1035,251,45542.0,2144,11585,1417,1672,1890,3833,6736,8598,4533,2934,11397,1276,10309,25,11358,227
45029,38520,13837,1398,196,41419.0,2746,15059,2123,2546,2515,4393,8921,10406,4748,2868,15785,1325,13734,5,14684,375
45031,63433,26287,1436,218,40704.0,5089,25239,3554,3771,4235,8007,14784,16997,7461,4624,25486,2286,22953,38,24808,431
45033,28527,13509,839,18,39780.0,1550,10313,2019,1775,2257,3550,6884,7351,2897,1794,11414,1280,9033,0,9853,460
45035,160180,39796,9411,3134,68046.0,20942,58282,9322,11312,11557,19629,43665,42196,14409,8090,75673,1772,56510,112,56633,1649
45037,25938,8870,1625,42,55183.0,2114,9102,956,1276,1452,3343,6497,7466,3026,1922,10544,686,8416,22,8961,141
45039,21186,12129,510,50,41755.0,1623,8758,919,900,1426,2500,4428,6403,2952,1658,9131,569,8189,113,8431,327
45041,137276,58977,3939,1985,51902.0,14168,51791,8152,8722,10030,17468,34076,35505,14414,8909,60114,3940,47851,154,50531,1260
45043,62992,19272,2016,359,55719.0,8988,25690,2692,3082,3323,6688,11967,17581,11084,6575,25879,1356,24334,203,25407,283
45045,519178,89420,50142,13233,65513.0,85112,205490,31769,34699,33566,64875,139286,133019,50032,31932,258324,11469,194021,866,200762,4728
45047,69338,22202,4411,536,44513.0,7159,27403,4116,4483,4526,9270,16706,17416,7354,5467,29777,2307,25096,76,26852,551
45049,19227,10149,829,130,38298.0,1021,6793,1070,1204,1140,2421,4698,5079,2189,1426,7145,620,6173,50,6682,111
45051,344865,43749,21401,4446,54688.0,40952,134609,15549,16193,19120,35210,76945,97310,56379,28159,148770,5956,128653,623,132960,1649
45053,28363,11051,3912,157,47811.0,3363,11084,1603,1641,1543,3224,6944,7712,3863,1833,11928,465,10619,5,10667,417
45055,64989,15189,3204,325,56449.0,5941,24901,3444,4029,4954,7176,15653,17765,7437,4531,27977,910,23991,24,24531,370
45057,94653,19028,5627,1540,67407.0,13146,36597,5400,6048,5851,9396,23796,24337,12178,7647,41404,1464,35133,142,36122,475
45059,67148,15404,3603,362,46754.0,5328,25282,3835,4366,4155,8408,15971,18155,7467,4791,28416,1530,23752,1,24715,567
45061,16730,10547,428,22,36195.0,1199,6322,835,711,1077,2189,4266,4507,1958,1187,6084,779,5543,29,6119,203
45063,291723,43564,18411,5800,65623.0,41024,115880,16577,18608,20474,33934,77016,78590,28847,17677,142059,5164,110716,170,113554,2326
45065,9584,4258,77,12,53193.0,1063,3768,255,204,447,728,1882,2736,2130,1202,3134,199,3569,2,3730,38
45067,29585,16832,881,86,34465.0,1572,10844,1708,1942,1962,3514,6700,7869,3737,2153,10517,1375,9469,109,10304,540
45069,26912,13471,894,76,32136.0,966,9331,1458,1488,1535,3179,7097,7380,2986,1789,8729,1308,8023,18,9089,242
45071,37842,11624,3016,93,50950.0,3583,15137,2168,2234,2454,4944,8435,10141,4518,2948,17222,856,14281,0,14955,182
45073,77932,5525,4456,666,52842.0,9583,32413,3693,4332,4682,8273,16608,22308,10998,7038,32370,1833,30580,111,31898,515
45075,84909,52461,2007,652,38052.0,5979,32164,4612,5348,5585,11713,18839,21970,10151,6691,32981,2597,29567,28,31495,669
45077,129617,8287,5200,2293,53188.0,12311,49438,6386,6369,7542,26997,29502,31274,12865,8682,59910,3280,46158,561,48675,763
45079,414719,196268,22515,12211,56137.0,61175,160231,23658,23844,26454,78628,112727,95996,34024,19388,198056,10415,149816,2207,157368,2863
45081,19008,4656,2974,4,46451.0,1619,7227,1117,1275,1038,2176,4380,5269,2134,1619,8134,416,6811,0,6733,494
45083,322864,65481,23632,7251,57627.0,33918,122044,19594,19923,22834,41940,83305,83570,31722,19976,150940,6307,115737,331,119148,2896
45085,105537,48673,4438,1363,49040.0,9408,40789,6967,6977,7159,14885,26639,25575,10477,6858,42544,3508,37281,105,40046,743
45087,27306,8184,478,31,40048.0,1877,11150,1531,1654,1574,3114,6120,7860,3331,2122,11049,952,10198,16,10943,207
45089,31279,20133,718,200,40124.0,2232,12032,1559,1904,1796,3638,7226,8543,4101,2512,11660,1783,10249,155,11643,389
45091,276569,52225,16680,7122,72234.0,43786,106570,16036,19477,19854,34086,73037,74327,25493,14259,136528,3898,102672,506,104818,1752
46003,2649,28,159,3,64960.0,231,1047,190,183,209,351,576,695,252,193,1459,11,1036,0,1039,8
46005,18959,177,2154,1458,56692.0,1986,7617,1645,1690,1233,1950,4696,4374,1874,1497,9238,458,7159,0,7260,357
46007,3411,5,300,34,40664.0,311,991,304,413,386,555,730,619,229,175,1080,77,914,4,904,87
46009,7020,111,202,11,53575.0,786,2445,334,352,446,780,1841,1871,737,659,2788,100,2345,7,2439,6
46011,34315,454,1262,1060,59178.0,5005,13233,2140,2262,1645,9842,8050,6205,2521,1650,18921,710,12523,96,13101,132
46013,38471,962,1383,1337,63805.0,5890,16200,2364,2654,2639,5531,9261,9374,3741,2907,20982,1145,15055,44,16056,144
46015,5247,61,68,22,60857.0,660,1990,327,322,489,633,1185,1337,540,414,2652,111,1879,10,1983,7
46017,1974,0,153,0,38523.0,60,517,239,188,183,365,451,400,100,48,600,71,446,0,457,60
46019,10167,43,425,23,48941.0,1025,3993,563,875,570,1162,2238,2798,1241,720,4828,135,3858,21,3892,101
46021,1548,0,66,1,58026.0,248,654,91,117,116,161,268,426,173,196,755,32,622,0,650,4
46023,9346,11,373,43,52981.0,986,2959,778,895,721,1234,1899,2148,889,782,3836,192,2767,39,2805,154
46025,3791,21,141,15,54473.0,398,1383,375,259,349,335,792,866,466,349,1649,38,1345,0,1364,19
46027,14816,274,475,435,56077.0,1722,5322,790,642,889,5165,3040,2561,1047,682,8023,338,4984,29,5183,139
46029,28289,261,917,181,61496.0,2718,11963,1610,1950,2022,3471,7097,7204,2770,2165,15434,599,11364,0,11721,242
46031,3965,3,18,0,38281.0,260,1070,419,312,510,569,927,783,283,162,1173,110,960,0,971,99
46033,8360,70,345,26,68736.0,1167,3626,332,436,350,595,1391,2713,1684,859,3627,40,3586,33,3523,103
46035,19944,150,721,187,50900.0,2354,8485,1089,1456,1290,2688,4889,4820,1989,1723,10323,504,7981,46,8435,50
46037,5487,4,135,4,52775.0,626,2303,285,306,386,603,1079,1422,774,632,2382,85,2218,10,2293,10
46039,4283,1,155,0,70808.0,574,1794,273,249,337,456,940,1117,534,377,2201,42,1752,0,1773,21
46041,5343,11,227,8,46087.0,342,1650,602,626,474,743,1248,1147,307,196,1942,91,1559,11,1474,176
46043,2838,42,39,0,66750.0,290,1089,226,184,206,319,542,715,334,312,1405,38,1051,6,1058,31
46045,4005,11,85,4,69732.0,538,1489,289,363,164,418,930,1023,495,323,1895,34,1455,0,1485,4
46047,6979,0,111,70,51007.0,758,3149,316,407,292,610,1207,2061,1304,782,2979,137,3012,12,3135,14
46049,2157,0,20,0,53056.0,205,764,165,155,162,202,346,586,222,319,968,45,719,0,761,3
46051,7550,22,365,74,70483.0,847,3039,435,515,424,943,1600,2058,923,652,3928,92,2947,6,2996,43
46053,4004,50,66,0,44654.0,342,1567,280,249,244,455,771,1019,540,446,1824,58,1509,0,1551,16
46055,1868,1,1,0,51016.0,195,712,123,119,159,174,365,465,219,244,828,75,637,0,712,0
46057,6127,15,312,23,71923.0,581,2080,580,520,555,849,1366,1341,516,400,2891,48,2032,0,2032,48
46059,3061,6,136,9,61121.0,411,1358,174,187,220,324,606,776,401,373,1570,65,1293,0,1353,5
46061,3429,0,1,0,75132.0,287,1096,257,172,420,447,742,854,401,136,1763,13,1083,0,1094,2
46063,1179,0,16,0,64250.0,163,511,67,84,39,148,292,338,167,44,665,11,500,0,502,9
46065,17829,13,605,3,77725.0,3049,7490,1172,1414,1164,1773,4666,4697,1757,1186,9287,516,6974,48,7256,234
46067,7412,0,192,39,62448.0,937,2912,668,502,520,757,1453,1854,821,837,3721,147,2765,0,2896,16
46069,1381,24,48,0,66328.0,117,548,101,78,74,119,300,384,142,183,738,0,548,9,548,0
46071,2868,10,13,11,25357.0,186,722,279,216,236,406,662,688,193,188,810,70,652,3,660,62
46073,1811,0,127,0,58375.0,192,847,90,95,146,127,354,426,306,267,881,42,805,3,800,47
46075,916,12,0,0,52321.0,181,381,92,39,61,56,158,282,97,131,409,10,371,0,367,14
46077,5131,0,136,6,62634.0,589,1991,338,370,344,545,1055,1336,630,513,2526,104,1887,1,1964,27
46079,11358,45,306,9,67297.0,1838,4619,594,672,641,1658,2240,3008,1783,762,6148,125,4494,32,4558,61
46081,25687,254,905,181,56166.0,4213,11109,1030,1095,1418,4167,5642,6590,3620,2125,13797,544,10565,72,10982,127
46083,63233,1393,1577,924,87560.0,11547,24719,4572,5248,5122,7033,18980,14067,5183,3028,35185,332,24387,68,24437,282
46085,3746,0,41,11,55977.0,456,1215,323,310,299,518,837,867,339,253,1530,116,1099,10,1153,62
46087,5676,14,235,0,72063.0,656,2176,457,417,465,631,1273,1396,559,478,2882,32,2144,0,2137,39
46089,2245,30,10,6,54324.0,292,872,135,154,96,195,404,581,318,362,1043,32,840,0,872,0
46091,4373,5,372,0,69236.0,705,1708,298,260,318,460,1021,1048,569,399,2343,41,1667,43,1674,34
46093,29561,524,1309,293,68242.0,4123,11157,1543,2009,2018,4264,8077,7103,2908,1639,14934,264,10893,0,11020,137
46095,1916,4,5,0,35726.0,131,586,123,158,224,221,428,474,204,84,499,67,519,0,518,68
46097,2293,2,54,20,56351.0,232,910,101,157,174,227,413,713,279,229,1116,26,884,0,894,16
46099,194884,11901,10499,3927,66502.0,29650,77998,14434,14074,13531,24785,56177,46312,16449,9122,108663,3736,74262,640,76469,1529
46101,6335,55,291,129,66000.0,780,2474,487,458,445,719,1342,1695,690,499,3191,79,2395,32,2409,65
46102,13835,0,540,0,33192.0,421,2595,1256,1462,1667,2268,3512,2695,552,423,3200,591,2004,33,1722,873
46103,108707,1357,6087,1346,62546.0,15926,44003,6901,6847,7374,12981,27051,27722,12618,7213,53944,2641,41362,362,43304,699
46105,2977,0,16,26,59432.0,307,1280,209,145,217,302,570,775,357,402,1599,58,1222,14,1249,31
46107,2613,4,26,59,59408.0,350,1067,150,210,140,273,510,603,362,365,1181,6,1061,0,1064,3
46109,10254,48,408,15,53618.0,765,3648,812,836,771,1313,2059,2421,1224,818,4459,156,3492,18,3486,162
46111,2371,0,95,9,58409.0,187,896,220,174,130,284,588,533,272,170,1327,66,830,0,896,0
46115,6408,106,215,0,63802.0,958,2459,377,419,373,755,1376,1763,714,631,3028,96,2363,0,2452,7
46117,2963,17,148,0,76402.0,394,1249,144,226,144,338,704,786,388,233,1719,34,1215,32,1244,5
46119,1279,9,20,0,59688.0,177,578,60,46,88,83,235,441,204,122,699,3,575,0,575,3
46121,9434,1,193,272,26250.0,311,2411,1131,1170,1039,1473,2348,1596,460,217,1968,473,1938,6,2081,330
46123,5615,40,40,29,52274.0,594,2101,420,421,305,576,1167,1522,635,569,2659,127,1974,0,2096,5
46125,8621,45,199,37,66199.0,1191,3467,518,552,694,919,1950,2207,992,789,4390,74,3393,16,3445,22
46127,16424,68,619,240,80238.0,2389,6839,956,1119,1263,1856,4110,4173,1807,1140,8349,155,6684,5,6782,57
46129,5355,197,109,10,51746.0,685,2310,361,353,368,500,1293,1249,662,569,2459,86,2224,16,2232,78
46135,23213,328,1215,47,67052.0,2648,9657,1344,1199,1543,2961,5539,6223,2504,1900,12253,569,9088,23,9498,159
46137,2479,0,132,0,38750.0,188,689,180,176,186,441,650,596,185,65,811,70,619,1,613,76
47001,76683,2395,2492,1069,55414.0,7273,30973,4035,4487,4920,8498,18367,21072,9165,6139,32773,1499,29474,104,30440,533
47003,49754,3270,6591,124,55354.0,4043,17904,3347,3353,3875,6194,12470,13234,4372,2909,22526,824,17080,17,17384,520
47005,15872,331,382,138,40258.0,857,6509,756,803,939,1939,3079,4667,2237,1452,5880,368,6141,0,6432,77
47007,14863,1115,414,29,51884.0,824,4901,532,525,740,1362,4514,4499,1649,1042,5692,225,4676,30,4757,144
47009,134042,3215,4910,1032,64593.0,15328,52337,6597,7635,7839,15556,31338,37871,16187,11019,63591,1726,50611,80,51328,1009
47011,107845,5431,7174,1244,55426.0,10187,40948,6063,6369,6833,14779,26827,28832,10739,7403,50347,2114,38834,54,40200,748
47013,39388,111,621,178,46110.0,2226,15744,2246,2256,2191,4282,9134,11207,4683,3389,15108,1022,14722,0,15349,395
47015,14309,343,367,0,54223.0,1016,5671,789,942,813,1525,3613,4124,1488,1015,6247,270,5401,1,5543,128
47017,28370,2447,862,147,44794.0,2422,10988,1420,1631,2077,3690,6125,7842,3246,2339,11602,774,10214,0,10929,59
47019,56314,1059,1171,169,44280.0,5187,23547,2411,2386,3570,5919,13261,16525,7148,5094,22761,1457,22090,48,23366,181
47021,40878,604,1477,245,69132.0,4163,15366,2250,2022,2938,4821,10498,12212,4047,2090,20501,385,14981,45,15046,320
47023,17278,1776,487,74,52692.0,1098,6108,872,1053,1171,2865,4010,4315,1787,1205,6606,257,5851,0,6086,22
47025,31958,264,459,268,41938.0,2503,13410,1761,1401,1852,3997,7750,8983,3860,2354,13073,719,12691,40,13255,155
47027,7568,149,129,44,38709.0,508,2973,331,366,538,761,1629,2116,1065,762,2647,220,2753,17,2954,19
47029,35896,711,981,186,41558.0,2000,14339,1975,1957,2195,3734,7921,10453,4785,2876,14362,681,13658,1,13967,372
47031,57227,2184,2809,709,52626.0,5266,22417,3501,4001,4038,6777,14135,15068,5662,4045,26162,841,21576,3,22031,386
47033,14012,1856,1569,47,52136.0,1014,5387,857,870,1061,1751,3210,3633,1561,1069,6180,338,5049,0,5256,131
47035,60568,539,1895,154,52630.0,4783,26523,2681,2910,3222,5370,11428,16257,11019,7681,22330,1151,25372,9,26163,360
47037,708490,188857,73908,24969,66047.0,136834,293859,46175,39962,39227,90647,241769,163150,54935,32625,393499,18880,274979,6361,285861,7998
47039,11460,292,392,14,43817.0,1003,4375,616,609,737,1199,2452,3156,1557,1134,4284,157,4218,5,4320,55
47041,19875,347,1648,114,45728.0,1893,8023,1265,1168,1088,2154,4851,5645,2241,1463,8070,568,7455,2,7824,199
47043,54000,1941,2101,273,61388.0,4453,19663,3168,3520,3448,6319,14058,14833,5429,3225,25225,599,19064,35,19254,409
47045,36975,4831,1348,191,50245.0,3283,14659,2299,2352,2680,4693,8743,9829,3871,2508,16194,891,13768,0,14489,170
47047,41584,11331,1250,287,69729.0,4864,15932,1997,2180,2186,4216,9372,12705,5555,3373,18296,734,15198,20,15659,273
47049,18385,52,320,56,43464.0,1454,7443,1058,1128,1002,1996,3893,5345,2531,1432,7037,531,6912,25,7351,92
47051,42528,2097,1548,223,52189.0,3680,16467,2063,2479,2296,6606,9277,11420,5076,3311,18729,850,15617,20,16133,334
47053,50278,8187,1471,180,49615.0,4024,19436,3039,3801,3294,5878,12332,13142,5161,3631,21068,1667,17769,7,19237,199
47055,30197,3134,954,47,54061.0,2541,11395,1854,1348,2103,3642,6646,8585,3588,2431,13209,419,10976,0,11242,153
47057,23377,70,825,22,44917.0,1457,9343,1141,1338,1346,2600,5065,7077,3007,1803,9645,583,8760,0,9180,163
47059,69926,1308,2174,394,47361.0,5407,27468,3268,3348,4314,8361,15713,19836,8984,6102,28905,1167,26301,13,27135,333
47061,13471,42,204,74,45150.0,707,4833,771,767,863,1559,3089,3661,1669,1092,5139,286,4547,7,4753,80
47063,64184,2372,7729,598,45275.0,5331,24471,3985,4099,4341,7650,15326,17167,6798,4818,27074,1275,23196,39,23787,684
47065,363790,67476,21870,7316,61050.0,55776,147419,20865,20898,21866,43936,98085,94499,38061,25580,178786,8896,138523,1507,145478,1941
47067,6695,24,122,46,29650.0,200,2852,351,439,380,719,1492,1878,895,541,2251,310,2542,0,2776,76
47069,25612,10470,499,202,41138.0,1341,9058,1265,1217,1507,3132,7142,6705,2790,1854,8526,596,8462,205,8995,63
47071,26722,1004,678,101,45092.0,2181,10787,1266,1372,1701,3175,5650,7559,3426,2573,10572,501,10286,22,10610,177
47073,56803,819,937,243,49101.0,4587,22777,2654,2834,3423,6531,12654,16739,7312,4656,21792,1062,21715,38,22424,353
47075,17912,9021,786,29,39952.0,929,7118,1028,1152,1115,2132,4129,4992,2080,1284,7415,743,6375,0,7032,86
47077,27800,2260,736,24,47885.0,1801,10823,1677,1804,1816,3232,6557,7702,2995,2017,11555,574,10249,14,10512,311
47079,32298,2398,877,188,43444.0,2685,12938,1643,1836,2003,3372,6879,9116,4369,3080,12272,803,12135,72,12824,114
47081,24848,1072,673,106,48527.0,1253,8736,1304,1328,1555,2851,6429,7106,2688,1587,10341,367,8369,0,8586,150
47083,8238,317,165,27,46535.0,483,2860,395,525,571,917,1870,2290,984,686,3232,140,2720,15,2839,21
47085,18956,211,500,144,49745.0,1325,6688,968,922,1565,2159,4297,5267,2207,1571,7730,189,6499,0,6634,54
47087,11626,53,264,0,41890.0,906,4523,512,639,549,1202,2528,3600,1624,972,4629,356,4167,4,4463,60
47089,54358,979,2062,301,54371.0,4714,20419,2546,3193,2850,6951,12155,15986,6475,4202,24194,485,19934,96,20003,416
47091,17912,703,387,42,42552.0,1243,6859,723,625,1139,1774,4356,5205,2426,1664,6071,324,6535,2,6670,189
47093,475286,40179,21823,10770,62911.0,74830,192077,26620,26918,29459,73281,125121,118960,45471,29456,238008,10764,181313,1674,189814,2263
47095,7187,1863,191,17,34923.0,407,2071,346,260,215,923,2269,2072,647,455,1781,280,1791,0,2004,67
47097,25406,8657,678,92,43025.0,948,9144,1440,1671,1542,3354,6918,6513,2438,1530,9053,823,8321,19,8931,213
47099,43967,710,1085,190,45721.0,2772,16483,2813,3228,3109,5234,10458,11501,4451,3173,17805,1160,15323,20,16164,319
47101,12485,146,316,122,38664.0,520,4842,670,563,989,1622,2715,3388,1538,1000,4799,239,4603,0,4800,42
47103,35042,2292,1326,222,57455.0,2874,14032,1995,1528,2801,4177,7830,10062,3940,2709,15841,885,13147,26,13766,266
47105,54349,769,5084,484,66151.0,7233,21801,2628,2883,3293,5361,10789,15069,8604,5722,24224,690,21111,0,21316,485
47107,53065,2004,2340,445,51253.0,4428,21163,2915,3273,3033,6405,12308,14840,6104,4187,22392,748,20415,0,20597,566
47109,25916,1507,617,132,42691.0,1261,9818,1378,1705,1435,3047,6015,7017,3133,2186,9666,331,9487,4,9685,133
47111,24954,140,1322,77,43605.0,979,9266,1736,1744,1754,3110,6135,6624,2384,1467,11122,233,9033,0,9055,211
47113,98373,36456,4042,927,51526.0,10754,38699,6028,5829,6459,14237,23610,25582,10108,6520,43693,3156,35543,302,38051,648
47115,28679,926,572,126,53148.0,1893,11718,1610,1539,1805,3220,6619,8264,3489,2133,12210,507,11211,0,11453,265
47117,33909,1773,1959,156,60036.0,2843,12718,1939,2525,2116,4054,8730,9118,3465,1962,15567,375,12343,10,12458,260
47119,99011,11147,6309,976,66353.0,12125,38532,6532,5343,7496,10910,26971,25892,10008,5859,49645,1011,37521,20,37942,590
47121,12622,321,297,18,54420.0,651,5129,665,626,779,1302,2836,3712,1783,919,4889,236,4893,14,4979,150
47123,46041,993,2055,165,48488.0,3379,18574,2408,2478,3053,5117,10344,12936,6067,3638,17909,882,17692,66,18106,468
47125,216172,42838,22708,4844,63768.0,25649,77460,17649,16113,16174,31892,70094,44125,12930,7195,91820,3002,74458,610,75635,1825
47127,6481,109,11,209,64926.0,753,2475,348,432,274,711,1413,1963,756,584,2902,70,2405,0,2432,43
47129,21158,1179,312,37,45133.0,1009,7110,1019,922,1323,2505,5545,6040,2358,1446,7148,296,6814,13,7002,108
47131,30722,3325,1506,133,45606.0,2170,12526,1735,1709,2042,3593,7278,8149,3630,2586,13083,947,11579,0,12345,181
47133,22364,159,379,51,39737.0,1232,8731,1177,1196,1581,2613,5153,6174,2683,1787,9483,473,8258,9,8687,44
